x,y,validity,timestamp_us,image_x,image_y,participant_id,gender,age,task
810.4390869,693.4085083,Valid,6.21E+11,250.4390869,678.4085083,1,Female,24,Locate the Faces
813.6737671,676.3518677,Valid,6.21E+11,253.6737671,661.3518677,1,Female,24,Locate the Faces
818.1210938,652.0437012,Valid,6.21E+11,258.1210938,637.0437012,1,Female,24,Locate the Faces
821.9517822,628.8757324,Valid,6.21E+11,261.9517822,613.8757324,1,Female,24,Locate the Faces
824.4092407,608.6887207,Valid,6.21E+11,264.4092407,593.6887207,1,Female,24,Locate the Faces
828.3598633,592.9476929,Valid,6.21E+11,268.3598633,577.9476929,1,Female,24,Locate the Faces
829.7483521,584.9758301,Valid,6.21E+11,269.7483521,569.9758301,1,Female,24,Locate the Faces
831.3491821,579.3045044,Valid,6.21E+11,271.3491821,564.3045044,1,Female,24,Locate the Faces
827.4006348,583.1275024,Valid,6.21E+11,267.4006348,568.1275024,1,Female,24,Locate the Faces
825.3620605,586.423645,Valid,6.21E+11,265.3620605,571.423645,1,Female,24,Locate the Faces
824.824585,589.6349487,Valid,6.21E+11,264.824585,574.6349487,1,Female,24,Locate the Faces
823.8834229,591.6858521,Valid,6.21E+11,263.8834229,576.6858521,1,Female,24,Locate the Faces
824.3666382,591.380188,Valid,6.21E+11,264.3666382,576.380188,1,Female,24,Locate the Faces
824.0064087,591.3252563,Valid,6.21E+11,264.0064087,576.3252563,1,Female,24,Locate the Faces
857.0281372,550.5563965,Valid,6.21E+11,297.0281372,535.5563965,1,Female,24,Locate the Faces
931.8671875,446.0617676,Valid,6.21E+11,371.8671875,431.0617676,1,Female,24,Locate the Faces
991.0181885,359.4969482,Valid,6.21E+11,431.0181885,344.4969482,1,Female,24,Locate the Faces
1026.540527,312.8756409,Valid,6.21E+11,466.5405273,297.8756409,1,Female,24,Locate the Faces
1037.043457,296.6230469,Valid,6.21E+11,477.043457,281.6230469,1,Female,24,Locate the Faces
